section,gene,p_adj
B1,CENPF,1.796753062204175e-6
B1,CEP250,0.004450641314308662
B1,CEP55,0.001132810331640558
B1,CERCAM,1
B1,CERS5,0.010752510153329639
B1,CES2,0.0013653410894717238
B1,CFAP36,3.4258700765634983e-4
B1,CFDP1,5.215466291421779e-8
B1,CGGBP1,1.055304944704259e-5
B1,CHCHD6,0.01303165715674707
B1,CHD1,3.4879273372407052e-6
B1,CHD6,2.8221399825950898e-5
B1,CHFR,5.140468672506752e-9
B1,CHST11,3.4258700765634983e-4
B1,CIR1,1
B1,CLASRP,1.0211282057509486e-9
B1,CLDN3,7.939538999455161e-16
B1,CLDN4,1.468215301208374e-14
B1,CLU,1.026554422237096e-10
B1,CNN2,8.938158092926363e-22
B1,COL14A1,1
B1,COL3A1,5.650096751951528e-17
B1,COL4A1,1.3644368887746826e-15
B1,COL6A2,4.711442339466444e-22
B1,COL8A2,0.022835994111089847
B1,COMMD1,6.545789942614934e-4
B1,COMP,4.0607956152981414e-9
B1,COPS7A,1.6100088378766523e-11
B1,COQ4,5.428120596075015e-10
B1,CORO1A,1.1150738093045382e-8
B1,CORO1B,4.717908766011401e-19
B1,CORO2A,0.015368353167865518
B1,CORO7,2.8459424836494935e-17
B1,COX5A,7.151078693983756e-9
B1,CPNE1,3.789611374674651e-17
B1,CPSF1,0.0010810119645706618
B1,CPVL,7.170952063293786e-10
B1,CRABP2,9.558080952132262e-15
B1,CRACR2B,3.467237776926826e-21
B1,CRELD2,4.4331047024150643e-13
B1,CROCC,0.0010699046175690204
B1,CSF1,5.055109773433196e-12
B1,CSF1R,7.576557746340755e-18
B1,CTDSPL,2.1604407345603098e-8
B1,CTIF,1.468215301208374e-14
B1,CTSK,1.0990539095928601e-8
B1,CTU2,1.759866774422258e-5
B1,CUTC,1.053225710364306e-5
B1,CUX1,9.959393793196804e-12
B1,CX3CL1,2.0432531904689524e-6
B1,CXCL10,7.605108501385225e-13
B1,CXXC5,2.079693039026448e-26
B1,CYP27A1,1.052046169767864e-7
B1,DAPK3,8.721809983367599e-19
B1,DCAF6,2.445695752546033e-10
B1,DCXR,9.403421403173952e-16
B1,DDAH1,4.529574575252768e-4
B1,DDB2,2.736069375750846e-7
B1,DDIT3,1.5129920763439185e-6
B1,DDRGK1,7.24465410508408e-11
B1,DDT,7.179949571134366e-16
B1,DEAF1,1.3134578829740932e-7
B1,DENND1A,1.2614986746677717e-5
B1,DERL3,0.0016302912267161381
B1,DESI1,1.7044496084529746e-11
B1,DHX16,0.0025044723504814748
B1,DLG1,1.2057339105493846e-4
B1,DMAP1,2.4173502111614345e-5
B1,DNAJB2,1.3082566720178185e-15
B1,DNAJC1,1.6740426588539984e-11
B1,DNAJC7,4.750765100107705e-12
B1,DOCK6,1.1362828698857238e-11
B1,DPH3,0.00239795441337889
B1,DPM2,2.0837858437580374e-19
B1,DPP7,6.6003803787107186e-18
B1,DPP9,1.162280205886815e-13
B1,DPYSL3,3.874954638200758e-12
B1,DVL1,8.928652174157461e-8
B1,EBAG9,0.03559878970317008
B1,ECHDC2,1
B1,ECM1,4.154369363514333e-21
B1,EFEMP2,1.3202260045694619e-7
B1,EFHD2,1.8155350498813228e-14
B1,EGFR,1
B1,EIF1AD,0.003664528962053076
B1,EIF3B,7.995020114305061e-26
B1,EIF3F,0.0135826449417829
B1,EIF3G,7.619785988941425e-20
B1,ELN,1
B1,ELOF1,9.694435960131848e-14
B1,EMC3,1.9610403408669923e-12
B1,ENPP1,4.717342139531334e-12
B1,EPHB3,8.657375528907734e-10
B1,ERAL1,5.803805898651501e-7
B1,ERBB2,1.5571151114046078e-27
B1,ERI3,4.655580603802802e-18
B1,ERMP1,7.958198901247148e-4
B1,ESR1,2.1327759112290067e-14
B1,ETFB,2.0947025101829594e-18
B1,EVA1B,5.982377578855422e-19
B1,EXD3,0.04306128210442493
B1,EXO1,0.0013653410894717238
B1,EXOC5,2.0092109496395515e-10
B1,EXOSC1,3.330243104093961e-4
B1,EXOSC10,1.8856863190682252e-11
B1,EXOSC2,5.95862178991794e-6
B1,EZH2,6.853725512591444e-8
B1,FAAH,1.3731515534187855e-6
B1,FADS2,3.0688921884212897e-19
B1,FAH,8.153846202710798e-12
B1,FAIM2,4.3932353797928466e-5
B1,FAM102A,1.162280205886815e-13
B1,FAM117A,2.0699203085118664e-11
B1,FAM118A,5.689490625906239e-4
B1,FAM160B1,6.912685555119219e-7
B1,FAM173A,6.531986937471912e-12
B1,FAM193B,1.3557542950836946e-18
B1,FAM213B,1.1943419987841344e-7
B1,FAM3A,3.379102266984833e-9
B1,FAM45A,0.03354898364080114
B1,FAP,0.630592267014609
B1,FARP1,7.49875640297335e-19
B1,FARSB,1.395345796710407e-10
B1,FASN,1.66928562900384e-24
B1,FBF1,0.0017790588983423593
B1,FBLN2,8.441511694941864e-9
B1,FCER1G,2.4030396284245365e-15
B1,FDPS,3.7848512610184977e-17
B1,FGFR1,0.0813887306737604
B1,FGFR4,8.317231748905539e-7
B1,FKBP10,0.004619387833049536
B1,FKBP8,3.4475108320441577e-19
B1,FLNA,3.945431552999641e-30
B1,FN1,5.8143311289478606e-21
B1,FNBP4,2.263512239454778e-5
B1,FOXA1,7.614567591561078e-14
B1,FOXC1,1
B1,FOXP4,6.199788726793763e-15
B1,FSTL1,3.787270014099148e-8
B1,FSTL3,2.2238769578839088e-11
B1,FUOM,1.6399297128098858e-10
B1,FUS,5.804188763146246e-16
B1,FZD2,6.237408318923117e-6
B1,GALK1,4.507678835873003e-5
B1,GANAB,1.4547932752413875e-18
B1,GAR1,1.1071887836267772e-9
B1,GAS6,3.028605554062117e-13
B1,GATA3,1.0259340107507488e-15
B1,GATC,1.3757721155767358e-13
B1,GBP1,1.162280205886815e-13
B1,GBP2,1.0372046997565273e-10
B1,GBP3,1.0927535666993607e-11
B1,GBP4,3.391253807774517e-7
B1,GBP5,5.2515010550280425e-15
B1,GEMIN4,0.0011123494624558504
B1,GLCCI1,9.87647883562766e-6
B1,GLG1,9.255089334481016e-11
B1,GLTSCR2,7.372703499045745e-16
B1,GMFG,3.972738417500476e-10
B1,GMPPA,4.300689509884391e-12
B1,GNAI2,2.6405366815039714e-24
B1,GNAS,2.8028911533834125e-27
B1,GNL2,2.466817957899852e-7
B1,GPR108,6.1275631707375686e-9
B1,GPR160,3.754155280644049e-8
B1,GPRC5A,4.9854851392983546e-21
B1,GPS1,5.301851928138824e-12
B1,GPSM1,1.2384144651883682e-6
B1,GPX3,1.943731975538792e-5
B1,GRB7,4.214115341921651e-23
B1,GRK3,3.204916771114387e-8
B1,GSK3A,3.4789036745590905e-8
B1,GSTM3,2.4721533463974493e-16
B1,GYPC,2.4033758579239784e-13
B1,HAGHL,1.0349664694078507e-19
B1,HCFC1R1,4.0789731144162685e-23
B1,HCST,6.522891568958229e-13
B1,HDAC5,4.408910696060791e-5
B1,HDAC6,0.01069344410319579
B1,HELZ2,2.9505334595957024e-11
B1,HES1,0.0016689400729692216
B1,HLA-B,1.6497542273721864e-30
B1,HLA-DMA,3.1989172836606835e-17
B1,HLA-DMB,5.4301832245696646e-14
B1,HLA-DOA,5.22504546153233e-10
B1,HLA-DPA1,1.0856891812263483e-23
B1,HLA-DPB1,3.4215887265672296e-19
B1,HLA-DRA,5.632069202732956e-23
B1,HLA-DRB1,1.273521578853476e-21
B1,HMGB2,2.1327759112290067e-14
B1,HNRNPUL2,1.1516663394109087e-24
B1,HOOK3,0.35970641747926474
B1,HPS6,0.017262792392165074
B1,HSD17B1,0.3871432572172548
B1,HSPA4,3.2424834781875277e-20
B1,HSPB1,1.6067438468641804e-24
B1,HSPB11,1.8250078737894727e-5
B1,HYI,6.973324893203573e-6
B1,IDH3G,4.9572160154003554e-8
B1,IDUA,0.024700361590818436
B1,IER5L,1.0183043030989077e-16
B1,IFI27,1.0713127500578186e-21
B1,IFI27L1,0.010135707187529505
B1,IFI44L,0.005735762912561838
B1,IGFBP2,2.549419917480448e-17
B1,IGFBP4,1.6497542273721864e-30
B1,IGHA1,4.374518617325729e-8
B1,IGHG3,1.2970620186006386e-6
B1,IGHG4,0.17002785834375014
B1,IGHM,7.614567591561078e-14
B1,IGKC,1.3948762744822403e-16
B1,IGLC2,7.83936989842183e-8
B1,IGLC3,1.0240363257851569e-7
B1,IGLC7,0.22796620857789757
B1,IKZF3,5.2336011828591716e-8
B1,IL10RA,1.1099466986102324e-12
B1,ILKAP,0.053101102512653486
B1,INAFM1,1.4136472874526414e-8
B1,INPP4B,1.1735533109551555e-5
B1,INPP5D,7.614567591561078e-14
B1,INPP5J,6.256880938223024e-6
B1,INTS8,7.004664467854155e-8
B1,ISG15,1.3024196276855056e-10
B1,ISLR,2.466817957899852e-7
B1,ITGA5,0.020805393003360432
B1,ITGB4,4.460846970275371e-4
B1,ITGB6,0.006171922794803434
B1,ITSN1,5.1990137139268e-4
B1,JAG2,0.001084650746631459
B1,JAK1,4.315935311704316e-5
B1,JAK3,7.741203311083521e-11
B1,JCHAIN,9.109980585022803e-6
B1,JMJD6,5.2182053383449575e-6
B1,KAT6B,1.8689508246811746e-7
B1,KATNA1,9.022568830537277e-7
B1,KCNAB2,1.3587447102366217e-5
B1,KCTD10,1.8196427126522339e-9
B1,KDM4B,3.3028355351545397e-20
B1,KIAA0895L,9.354807611543044e-6
B1,KIAA1211L,0.002435848290613284
B1,KIAA1217,1.3539597649358708e-5
B1,KIAA1468,2.8833503802191642e-5
B1,KIAA1715,0.001661731687248386
B1,KIF13B,0.6121199234137189
B1,KIF2C,0.010754248291802205
B1,KLF9,0.0013349552650753936
B1,KMT2B,2.8459424836494935e-17
B1,KMT2E,0.07644137829852418
B1,KPNB1,1.1081808542826309e-10
B1,KRAS,4.1765657662852694e-7
B1,KRT10,5.2882178718923214e-11
B1,KRT14,0.045151733973660374
B1,KRT17,0.001031620686090339
B1,KRT5,0.05324580942943332
B1,KRT8,8.329674808855508e-13
B1,KRT86,0.2681964158256165
B1,LAMB2,2.727161122320515e-8
B1,LAMTOR2,5.4301832245696646e-14
B1,LANCL1,0.004044973247993902
B1,LARP1B,0.0016965256651387754
B1,LARP7,0.0024631710727441238
B1,LCK,2.6097990298197754e-8
B1,LCP1,2.3025134523797742e-15
B1,LGALS1,1.8751852807471193e-24
B1,LIMCH1,1
B1,LIMK1,1.942934775401595e-9
B1,LINC00176,1.12563173092642e-14
B1,LINGO1,1
B1,LLGL1,0.09444167019971193
B1,LMF1,0.040862425785746545
B1,LMNA,4.836454224882199e-23
B1,LRRC8A,1.4723244431247784e-6
B1,LRWD1,0.007325015554364959
B1,LST1,1.408015826257468e-9
B1,LTB4R,4.202463215528349e-4
B1,LTBP3,1.357440272546179e-11
B1,LTF,3.4258700765634983e-4
B1,LUC7L,4.389338744736282e-4
B1,LUC7L3,6.3243748750285744e-18
B1,LUM,1.8155350498813228e-14
B1,LYL1,2.4008909306940635e-6
B1,MAGEF1,7.669299096005714e-7
B1,MAGI1,1
B1,MAGOHB,4.086500578411109e-6
B1,MAP1S,3.8498195433911434e-7
B1,MAP3K14,7.718299198119453e-4
B1,MAP3K6,7.226835388385808e-7
B1,MAP4K2,0.009538057043664953
B1,MAPK9,1.4251614860325047e-5
B1,MAPKAPK5,2.8570706758137684e-9
B1,MAPT,2.818176221183566e-10
B1,MARS,8.810500214905561e-13
B1,MAVS,1.763009075192371e-9
B1,MCTS1,2.4849123622861224e-5
B1,MDM2,2.712738464531738e-10
B1,MED13L,2.528929240051732e-8
B1,MED25,1.4698626531003816e-8
B1,MELK,0.0028557205957707825
B1,MEN1,5.152622350444888e-4
B1,METTL12,3.0739268411908765e-6
B1,METTL16,1.2723435387994012e-5
B1,MFAP4,1.958571957023297e-4
B1,MFSD3,0.0011465638489686703
B1,MFSD7,1
B1,MGMT,0.4914957436671489
B1,MGP,0.05107000705740708
B1,MIA,1
B1,MIB2,1.2374428783461963e-7
B1,MICAL1,1.4788952903373506e-17
B1,MICALL2,1.1141181263643727e-10
B1,MID1IP1,1.468215301208374e-14
B1,MIF,0.06873299701363988
B1,MIIP,6.3119830658405436e-9
B1,MKI67,4.232610992547035e-17
B1,MKNK1,3.3057267385021803e-5
B1,MLLT4,0.029000712203384776
B1,MLPH,2.4187370572480185e-19
B1,MLST8,1.12563173092642e-14
B1,MMP11,3.5848070751721607e-9
B1,MMP9,2.4622439735029035e-16
B1,MORC2,2.1133764768713216e-7
B1,MPND,0.0010699046175690204
B1,MPST,1.162280205886815e-13
B1,MRPL2,2.4287415306174923e-6
B1,MRPL21,2.1327759112290067e-14
B1,MRPL23,2.3571102501682128e-7
B1,MRPL51,1.1256432785407717e-20
B1,MRPL54,2.3101704828749708e-5
B1,MRPS22,4.507678835873003e-5
B1,MS4A6A,4.621014474329514e-13
B1,MST1R,1.6763872564154185e-10
B1,MTG2,5.944279338204352e-9
B1,MTMR12,0.09279561003737383
B1,MUC1,2.4954969704584032e-26
B1,MUCL1,7.962208754758493e-7
B1,MUS81,7.038760444020905e-13
B1,MVP,6.181615257583509e-29
B1,MX2,9.440580984979032e-6
B1,MYBL2,1.262823671179954e-16
B1,MYC,1.818364258667388e-11
B1,MYH10,1
B1,MYL12B,3.404691246173418e-26
B1,MYL6B,0.0010909965570806688
B1,MYL9,9.599581800135267e-10
B1,MYO1G,1.426108505617933e-6
B1,MYO9B,5.8072554504821036e-12
B1,MZT2A,5.0839204220290594e-26
B1,NAA10,1.028303938429316e-19
B1,NANS,3.188313236759814e-10
B1,NAT1,1.054475406382506e-15
B1,NCKAP1L,1.2893356053800498e-8
B1,NCKAP5L,0.5933824735556246
B1,NDC80,0.05278924023188022
B1,NDRG1,9.558080952132262e-15
B1,NDUFA1,1.0349664694078507e-19
B1,NDUFA12,3.313578407914649e-12
B1,NDUFB2,2.970364244263173e-20
B1,NDUFB3,5.174982243479906e-13
B1,NDUFB9,8.30242924190745e-25
B1,NDUFC1,7.323404750915852e-4
B1,NDUFS1,1.0600519760299545e-8
B1,NDUFV3,3.4992261168921416e-9
B1,NEBL,1.964215902904733e-9
B1,NEK7,7.718299198119453e-4
B1,NELFE,1.8196427126522339e-9
B1,NFATC4,7.142195180625439e-12
B1,NFIC,1.0729147247483188e-16
B1,NINJ1,1.0183043030989077e-16
B1,NIT2,5.092051501514704e-6
B1,NMRAL1,5.560232601903782e-13
B1,NR1H2,3.5757011293511905e-10
B1,NR4A1,5.782165161236749e-8
B1,NRP1,1.001037496407307e-7
B1,NSMCE1,7.771097723969009e-13
B1,NTMT1,9.019441560825954e-4
B1,NUF2,6.546929200589139e-6
B1,NUP214,1.7444938683901573e-8
B1,NUP93,7.225437653248335e-8
B1,NXN,0.1985554510144709
B1,OASL,9.564727249250285e-8
B1,OGFRL1,0.01721928564456748
B1,OPTN,3.005782166641588e-8
B1,ORC2,0.022872752725672883
B1,ORC6,3.483823952625586e-4
B1,OSBPL8,0.03437650854069828
B1,P4HA2,0.0046706988564580755
B1,PAF1,0.025807446272611632
B1,PAFAH1B3,7.631058152532396e-10
B1,PAQR4,1.1992428129421441e-15
B1,PARN,0.0011010329417669301
B1,PCCB,9.124785848287557e-10
B1,PCIF1,3.595679294406647e-8
B1,PDCD5,1.2349481503579134e-9
B1,PDGFRA,0.4060336312278485
B1,PDGFRB,4.243532012165088e-13
B1,PER1,1.2149657530718043e-5
B1,PEX11G,0.04307324286173585
B1,PEX14,0.0065829608386329674
B1,PGLS,2.2404656538373278e-20
B1,PGR,3.3456158603169455e-6
B1,PHF11,3.0674625768952683e-4
B1,PHF13,0.001661731687248386
B1,PHF21A,2.7467695511075005e-4
B1,PHGDH,2.8816586773932023e-4
B1,PHKB,1.0916110402728611e-10
B1,PIGQ,5.4301832245696646e-14
B1,PIH1D1,6.1275631707375686e-9
B1,PILRA,0.002408915262878806
B1,PIM2,3.521128682369154e-11
B1,PITX1,9.036499011953697e-8
B1,PKNOX1,2.7577423598028453e-5
B1,PLAC9,1
B1,PLEKHO2,3.481335250287897e-14
B1,PLIN2,7.859520421123583e-4
B1,PLK1,2.545831052820549e-10
B1,PLK2,5.026468315652644e-8
B1,PLLP,5.06572404194196e-4
B1,PLP2,7.267925467134664e-15
B1,PLPPR2,8.651549667450997e-13
B1,PLSCR1,3.6018997058830795e-8
B1,PLTP,5.849891874225395e-22
B1,PLVAP,4.201293348229372e-10
B1,PLXNA1,3.045827036624431e-12
B1,PLXND1,7.223742281504998e-23
B1,PMP22,2.6532747943265617e-12
B1,PNISR,0.039276358532763234
B1,PNMT,5.837298668559851e-19
B1,PNP,7.776981246172264e-4
B1,PNPLA6,8.370943756473632e-10
B1,PODNL1,1
B1,PODXL,2.8105178087447878e-5
B1,POLR2E,1.1998506659235772e-18
B1,POLR2J,2.133383329679036e-16
B1,POR,1.12563173092642e-14
B1,POSTN,3.1494359310894656e-14
B1,PPHLN1,3.577320069537609e-8
B1,PPIB,5.512684364993959e-10
B1,PPIH,1.59157026017908e-7
B1,PPM1G,1.4164613889028811e-16
B1,PPP1R1A,1
B1,PPP1R1B,3.369127931688262e-21
B1,PPP1R37,1.7003872672401762e-9
B1,PRKAB1,3.702978180593891e-8
B1,PRKCSH,1.3735682029386437e-24
B1,PROSER1,1.2970108060509868e-6
B1,PRPF6,7.72870518147697e-17
B1,PRPSAP1,6.54205562471713e-7
B1,PSCA,1
B1,PSMD4,3.4992261168921416e-9
B1,PSTPIP1,1.2964294793729842e-10
B1,PTGDS,1.917493983625639e-15
B1,PTOV1,2.3492767118323384e-19
B1,PTP4A3,0.034234420148994464
B1,PTPRC,4.6113337029076875e-9
B1,PTPRJ,2.556754788363922e-6
B1,PTRF,3.020592865352157e-12
B1,PTRH1,0.0038136952338756365
B1,PTTG1,6.383584374963275e-7
B1,PUS3,0.2257892236669953
B1,PWP1,1.2226956533669168e-8
B1,PWWP2B,7.275064077951067e-15
B1,PXDN,2.0803674296323734e-8
B1,PYURF,2.149575876772385e-5
B1,QSOX1,4.836454224882199e-23
B1,R3HDM2,1.346478641072308e-6
B1,RAB11FIP1,1.468215301208374e-14
B1,RAB3A,1.7663759469922286e-12
B1,RAB3GAP1,5.386036014761305e-11
B1,RAB3IL1,0.018410992366826168
B1,RABGAP1L,5.3429806154590355e-5
B1,RALBP1,0.0014028243054391109
B1,RALGAPA2,0.002769843721897797
B1,RAMP2,0.22274538185517362
B1,RAP1B,4.985362753428769e-7
B1,RARS2,0.14968737623574419
B1,RASA2,0.025265323786947822
B1,RASGRP2,5.195767914493986e-7
B1,RASSF3,0.002896619259169321
B1,RBL1,5.3034082907993755e-11
B1,RBM42,8.647839202691301e-19
B1,RECQL4,6.833373511013421e-10
B1,RECQL5,5.152622350444888e-4
B1,REEP6,1.162280205886815e-13
B1,RGS1,1.8005719470883482e-6
B1,RHOB,2.193973091815752e-16
B1,RIOK1,1
B1,RMND1,4.773899064883335e-7
B1,RNASET2,2.3904438296886464e-25
B1,RND3,0.001330576890371823
B1,RNF135,0.31757619641397694
B1,RNF170,2.952288801793236e-4
B1,RRAS,2.570336082929274e-19
B1,RRM2,4.775691407881229e-15
B1,RSL1D1,2.0277056952337183e-20
B1,RSRP1,0.008911292370778163
B1,RUVBL1,9.963017107579818e-4
B1,S100A14,7.311762717407894e-27
B1,S100A9,1.0604735126761365e-5
B1,SAMM50,9.694435960131848e-14
B1,SASH1,1
B1,SAT1,3.899739272613221e-19
B1,SCAF1,2.4552000428964977e-6
B1,SCD,3.3503588878110425e-19
B1,SCNN1D,8.125639554030792e-7
B1,SCX,3.140523866004288e-7
B1,SDHB,1.2983817435094136e-12
B1,SEC14L2,2.286928009816276e-23
B1,SEC23A,0.0032730787504254002
B1,SEMA3B,1.5800151819425895e-13
B1,SEMA4B,9.796389475476924e-7
B1,SF3B4,2.5196359632931695e-10
B1,SFRP1,0.4133804281121922
B1,SFSWAP,2.1177928568424884e-6
B1,SGTA,5.446720920788535e-18
B1,SH3BP5L,1.6100852710916344e-5
B1,SIGLEC1,8.064177776342032e-7
B1,SIGMAR1,1.8511975608235123e-9
B1,SLC16A2,1
B1,SLC16A3,2.8288127269355062e-14
B1,SLC22A18,3.687052850335163e-6
B1,SLC25A24,0.0010734192425849495
B1,SLC2A1,2.7157467627917273e-6
B1,SLC2A8,0.0013606017618252165
B1,SLC35A2,9.253067603279873e-8
B1,SLC39A6,2.5406765758282688e-15
B1,SLC43A1,3.6067327127975044e-7
B1,SLC4A5,2.503710022949068e-7
B1,SLC8B1,2.88304095510008e-12
B1,SLC9A3R2,3.941951153556601e-9
B1,SLC9A8,5.956360706463647e-9
B1,SLFN13,0.013255808579522646
B1,SLPI,0.0050202352545409565
B1,SMCHD1,7.392210571190145e-11
B1,SMG9,1.5800151819425895e-13
B1,SMYD2,0.011444007635521223
B1,SNAPC3,3.8106166868216564e-6
B1,SNF8,2.3095352441105996e-20
B1,SNRPD3,6.522891568958229e-13
B1,SNTA1,3.902074788385158e-6
B1,SNX33,0.0013767203153417945
B1,SNX8,3.160942435228068e-5
B1,SOD3,3.5404535033961937e-10
B1,SOS2,0.12535097396870315
B1,SOX4,1.0713127500578186e-21
B1,SP6,0.6874369902559265
B1,SPAG9,7.017464675431272e-6
B1,SPARC,2.2800367693221556e-18
B1,SPIN1,1.04519209556082e-5
B1,SPSB1,5.579209052555047e-7
B1,SRGN,3.1494359310894656e-14
B1,SRPX2,0.8486178057391176
B1,SRR,0.002943826551179215
B1,SRRT,4.07036474129643e-13
B1,SRSF1,3.939942746443169e-15
B1,SRSF5,1.0789816640129929e-19
B1,SSSCA1,2.0662616187104582e-5
B1,STAMBP,1.908431433803968e-6
B1,STAT5A,5.46305400949703e-9
B1,STK17A,1.390201076958623e-5
B1,STK4,1.1869777299877523e-9
B1,STMN1,1.0349664694078507e-19
B1,STRN3,6.0439005902320105e-6
B1,STT3A,1.4566076412937792e-8
B1,SUGP1,0.011280577652403834
B1,SURF1,1.3616952349572119e-8
B1,SVIL,0.001661731687248386
B1,SYDE1,0.05324580942943332
B1,SYK,0.0071297597599695745
B1,TACC3,3.0723113861150615e-7
B1,TANC2,5.301851928138824e-12
B1,TARBP1,4.480068489293402e-6
B1,TAX1BP1,7.491792453028096e-7
B1,TAX1BP3,3.140523866004288e-7
B1,TBC1D10A,3.5886339846204934e-6
B1,TBC1D23,2.7590134563559254e-7
B1,TBCA,3.8290194981734317e-7
B1,TBXAS1,7.695777426092604e-9
B1,TCEA2,3.715740227816367e-10
B1,TCEA3,2.977980868461418e-16
B1,TCF25,6.531451782697817e-16
B1,TDRD3,3.3057267385021803e-5
B1,TESK1,1.8614115408767514e-10
B1,TESMIN,5.092711346719672e-10
B1,TEX10,0.031989211943780876
B1,TEX2,1.162280205886815e-13
B1,TFF3,2.2404656538373278e-20
B1,TGFBR2,6.57148262746638e-6
B1,THBS1,9.542526918475428e-9
B1,THOC5,0.011154181197094262
B1,THOC6,5.613441291454449e-8
B1,TIGD5,7.700298424802942e-8
B1,TIMP1,8.061353939316582e-24
B1,TJP3,9.694435960131848e-14
B1,TM7SF2,5.430671582631941e-11
B1,TMBIM6,1.273521578853476e-21
B1,TMEM101,7.966276136622997e-6
B1,TMEM123,2.795651118058865e-17
B1,TMEM14B,7.614567591561078e-14
B1,TMEM160,2.4187370572480185e-19
B1,TMEM184A,4.707969295321656e-9
B1,TMEM259,3.338157335992963e-22
B1,TMEM45B,0.001031620686090339
B1,TMEM86A,1.0511267198495692e-6
B1,TMX1,2.296288731089897e-12
B1,TNC,8.242080194157962e-12
B1,TNFRSF14,1.1710590114959507e-11
B1,TNFRSF21,0.0931509885677416
B1,TNFRSF4,5.123845521940117e-11
B1,TNNT1,1.414475868280458e-10
B1,TOM1L2,3.429671011331304e-8
B1,TP53I3,0.002642165529511541
B1,TPM2,2.0918762079647866e-6
B1,TRAC,5.013730853908073e-13
B1,TRAF5,8.31130460018717e-8
B1,TRAP1,4.0262981144675796e-12
B1,TRAPPC4,1.2937922400688897e-15
B1,TRIM14,6.887094707266921e-11
B1,TRIM22,2.334946930045272e-10
B1,TRIM25,1.0162382067511883e-11
B1,TRIM47,9.300917471515989e-7
B1,TSPAN33,0.0013780209909036896
B1,TSR2,0.10020173053067717
B1,TTC31,5.488130225080606e-4
B1,TTI1,0.013430164518689827
B1,TXN2,5.567801553996787e-17
B1,TXNDC17,1.995438068460472e-13
B1,TXNRD2,6.241002597025374e-12
B1,TYMS,7.038760444020905e-13
B1,TYROBP,1.8370709085192128e-17
B1,UBA52,1.1085990111794556e-31
B1,UBA6,1.0211760050471891e-7
B1,UBAP2L,6.531451782697817e-16
B1,UBE2C,4.329573444162578e-10
B1,UBE2T,6.796845876540946e-8
B1,UBE2W,9.564727249250285e-8
B1,UBL7,3.1278413914882423e-6
B1,UBR2,7.698435335507678e-4
B1,UBXN1,8.923746079662889e-11
B1,UCK1,2.0572447988143028e-7
B1,UFD1L,7.856685237290942e-15
B1,UQCRC1,4.908434384638577e-21
B1,UXS1,8.542785681796139e-7
B1,UXT,2.4189103014845784e-10
B1,VARS,5.79364331955188e-12
B1,VAV1,1.7777812217161357e-7
B1,VCAM1,5.264325850412774e-10
B1,VEGFB,5.174982243479906e-13
B1,VIM,1.2110803924601894e-19
B1,VPS13D,5.432254380098857e-4
B1,VPS45,8.035355404551136e-10
B1,VWF,4.411254785982597e-15
B1,WDFY3,0.0017506892270682864
B1,WDR13,2.061901587527935e-9
B1,WDR34,4.6710879967812523e-20
B1,WDR46,8.324347344707836e-18
B1,WDR73,8.174983651333778e-8
B1,WDR74,1.995438068460472e-13
B1,WIPF1,3.537199166911194e-12
B1,XAB2,2.048047819804489e-6
B1,XIAP,0.03014706657940465
B1,XPO6,4.2698028218544504e-19
B1,YIPF4,8.639568778317795e-7
B1,YTHDC1,1.6432206336943165e-6
B1,ZDHHC12,8.443654852337973e-20
B1,ZFAND3,3.0739268411908765e-6
B1,ZFP36,1.1499515377326956e-15
B1,ZFPL1,1.3406441362249978e-7
B1,ZFR,3.637843867875881e-6
B1,ZG16B,3.864462282362047e-9
B1,ZMAT5,6.787441288822747e-17
B1,ZMYND19,1.2834596693690819e-11
B1,ZMYND8,0.001085843884839976
B1,ZNF217,4.569618650013673e-4
B1,ZNF337,2.772772882741499e-6
B1,ZNF33B,6.692735407438008e-6
B1,ZNF362,0.31587182955820886
B1,ZNF524,4.2203493107597397e-8
B1,ZNF592,0.03453931859678817
B1,ZNF644,0.008096888714066655
B1,ZNF668,8.730944639580957e-6
B1,ZNF771,6.643978542116325e-4
B1,ZNF787,3.7800284173436065e-12
B1,ZNF791,0.1969529677644779
B1,ZNF83,1.4563800323474862e-7
B1,ZNF91,1
B1,ZNRF1,6.4023182291522496e-6
B1,ZSWIM8,5.4301832245696646e-14
B2,A2M,1.5683484878147007e-18
B2,AAMDC,0.06297558769639196
B2,ABCA3,9.946768586371052e-7
B2,ABCA7,4.149210105782051e-6
B2,ABCF3,7.805888385318893e-14
B2,ABHD14A,0.01349889953857925
B2,ABHD4,9.39251055927127e-4
B2,ACAA1,1.8102718800782142e-8
B2,ACER3,1
B2,ACTR3B,1
B2,ADAM15,4.511791679475859e-16
B2,ADCY3,2.9837971908913083e-7
B2,ADI1,1.2071992476602186e-13
B2,AEBP1,1.6678581216435084e-17
B2,AES,3.302316484669415e-22
B2,AGAP2,3.5984595876526245e-6
B2,AGO2,1.865703646735517e-5
B2,AGPAT2,3.269934711560008e-13
B2,AGR2,9.503669916624377e-15
B2,AHCY,2.041843604936297e-13
B2,AKAP9,0.10201967552051211
B2,AKR1A1,2.60109511541914e-16
B2,AKT1S1,5.9091294362850535e-18
B2,ALDH16A1,3.522165401072406e-12
B2,ALG3,5.48531198827088e-14
B2,ANGPTL4,1
B2,ANKLE2,7.300123786390308e-11
B2,ANKRD12,3.694263095821954e-9
